step,loss
25700,0.026343
25800,0.026207
25900,0.026763
26000,0.026199
26100,0.026039
26200,0.026463
26300,0.026914
26400,0.026540
26500,0.026281
26600,0.026245
26700,0.026542
26800,0.026029
26900,0.025965
27000,0.026389
27100,0.025995
27200,0.026233
27300,0.026528
27400,0.026999
27500,0.026180
27600,0.026020
27700,0.025947
27800,0.026225
27900,0.026088
28000,0.026027
28100,0.026490
28200,0.026390
28300,0.026942
28400,0.026326
28500,0.025959
28600,0.026810
28700,0.025769
28800,0.026551
28900,0.025980
29000,0.026088
29100,0.025785
29200,0.026032
29300,0.026399
29400,0.025998
29500,0.025798
29600,0.025901
29700,0.025727
29800,0.025609
29900,0.026143
30000,0.025975
30100,0.026154
30200,0.026103
30300,0.026420
30400,0.026343
30500,0.025840
30600,0.025706
30700,0.025885
30800,0.025644
30900,0.025776
31000,0.025868
31100,0.025751
31200,0.026093
31300,0.025903
31400,0.025795
31500,0.025950
31600,0.025759
31700,0.025746
31800,0.026244
31900,0.025804
32000,0.025723
32100,0.025727
32200,0.026084
32300,0.025456
32400,0.025925
32500,0.025931
32600,0.025785
32700,0.026349
32800,0.025723
32900,0.026326
33000,0.025693
33100,0.025566
33200,0.025935
33300,0.025458
33400,0.026335
33500,0.025607
33600,0.025714
33700,0.025635
33800,0.025745
33900,0.025738
34000,0.025430
34100,0.025480
34200,0.025630
34300,0.025490
34400,0.025694
34500,0.025777
34600,0.025923
34700,0.025913
34800,0.025252
34900,0.025662
35000,0.025747
35100,0.025558
35200,0.025192
35300,0.025556
35400,0.025874
35500,0.025718
35600,0.025058
35700,0.025908
35800,0.025728
35900,0.025363
36000,0.025546
36100,0.025617
36200,0.025642
36300,0.025247
36400,0.025494
36500,0.025336
36600,0.025057
36700,0.025379
36800,0.026112
36900,0.025390
37000,0.025527
37100,0.025152
37200,0.025365
37300,0.025045
37400,0.025075
37500,0.025604
37600,0.025440
37700,0.025024
37800,0.025945
37900,0.025235
38000,0.025672
38100,0.025167
38200,0.025594
38300,0.025206
38400,0.025117
38500,0.025418
38600,0.025831
38700,0.025402
38800,0.025067
38900,0.025272
39000,0.025153
39100,0.025123
39200,0.025800
39300,0.025153
39400,0.025342
39500,0.025384
39600,0.025616
39700,0.025127
39800,0.025127
39900,0.025424
40000,0.025172
40100,0.025143
40200,0.025502
40300,0.025512
40400,0.025206
40500,0.025323
40600,0.025197
40700,0.025428
40800,0.025247
40900,0.025647
41000,0.025250
41100,0.025147
41200,0.025123
41300,0.025833
41400,0.025125
41500,0.025504
41600,0.025096
41700,0.025094
41800,0.025192
41900,0.025321
42000,0.025362
42100,0.025236
42200,0.024992
42300,0.024802
42400,0.025047
42500,0.025477
42600,0.025087
42700,0.024906
42800,0.025121
42900,0.025043
43000,0.025407
43100,0.025214
43200,0.025733
43300,0.024510
43400,0.025044
43500,0.025574
43600,0.025199
43700,0.025001
43800,0.025443
43900,0.025151
44000,0.024916
44100,0.024895
44200,0.024750
44300,0.025032
44400,0.025249
44500,0.025043
44600,0.025152
44700,0.024671
44800,0.025231
44900,0.025067
45000,0.024995
45100,0.025046
45200,0.025264
45300,0.025230
45400,0.024902
45500,0.025354
45600,0.024784
45700,0.024746
45800,0.024811
45900,0.024794
46000,0.025090
46100,0.025030
46200,0.025199
46300,0.024815
46400,0.025130
46500,0.024861
46600,0.025645
46700,0.025091
46800,0.025134
46900,0.024684
47000,0.024808
47100,0.025123
47200,0.024713
47300,0.024916
47400,0.024994
47500,0.024942
47600,0.025058
47700,0.024716
47800,0.025067
47900,0.025206
48000,0.024710
48100,0.024577
48200,0.025168
48300,0.024966
48400,0.025160
48500,0.024713
48600,0.025096
48700,0.025024
48800,0.024931
48900,0.024858
49000,0.024837
49100,0.025010
49200,0.024753
49300,0.024606
49400,0.024776
49500,0.024945
49600,0.025057
49700,0.024794
49800,0.024799
49900,0.025201
50000,0.024940
50100,0.024634
50200,0.024557
50300,0.025184
50400,0.024752
50500,0.024838
50600,0.025224
50700,0.024671
50800,0.024975
50900,0.024841
51000,0.024750
51100,0.024876
51200,0.024537
51300,0.024611
51400,0.024679
51500,0.024755
51600,0.024505
51700,0.024595
51800,0.024739
51900,0.024819
52000,0.024872
52100,0.024466
52200,0.024758
52300,0.025579
52400,0.024527
52500,0.024633
52600,0.024468
52700,0.025297
52800,0.024648
52900,0.024620
53000,0.024926
53100,0.024856
53200,0.024871
53300,0.024434
53400,0.024796
53500,0.024736
53600,0.025129
53700,0.024827
53800,0.024832
53900,0.024695
54000,0.024614
54100,0.024717
54200,0.025013
54300,0.024840
54400,0.024891
54500,0.024521
54600,0.024481
54700,0.024467
54800,0.024636
54900,0.024825
55000,0.024307
55100,0.024734
55200,0.024365
55300,0.024590
55400,0.024665
55500,0.024745
55600,0.024638
55700,0.024623
55800,0.024427
55900,0.024653
56000,0.024560
56100,0.024635
56200,0.024917
56300,0.024536
56400,0.024606
56500,0.024551
56600,0.024570
56700,0.024596
56800,0.024473
56900,0.024735
57000,0.024368
57100,0.024872
57200,0.024740
57300,0.024457
57400,0.024293
57500,0.024595
57600,0.024793
57700,0.024521
57800,0.024673
57900,0.024376
58000,0.024521
58100,0.024439
58200,0.024660
58300,0.024681
58400,0.024684
58500,0.024674
58600,0.024435
58700,0.024413
58800,0.024653
58900,0.024394
59000,0.024923
59100,0.024388
59200,0.024558
59300,0.024558
59400,0.024334
59500,0.024664
59600,0.024634
59700,0.024318
59800,0.024356
59900,0.024478
60000,0.024610
60100,0.024551
60200,0.024582
60300,0.024470
60400,0.024210
60500,0.024679
60600,0.024554
60700,0.024462
60800,0.024209
60900,0.024364
61000,0.024766
61100,0.024243
61200,0.024594
61300,0.024231
61400,0.024488
61500,0.024324
61600,0.024280
61700,0.024943
61800,0.024295
61900,0.024373
62000,0.024160
62100,0.024319
62200,0.024417
62300,0.024430
62400,0.024561
62500,0.024402
62600,0.024650
62700,0.024257
62800,0.024501
62900,0.024227
63000,0.024809
63100,0.024549
63200,0.024309
63300,0.024405
63400,0.024440
63500,0.024458
63600,0.024650
63700,0.024351
63800,0.024163
63900,0.024473
64000,0.024239
64100,0.024371
64200,0.024645
64300,0.024301
64400,0.024557
64500,0.024318
64600,0.024235
64700,0.024454
64800,0.024278
64900,0.024151
65000,0.024181
65100,0.024395
65200,0.024141
65300,0.024130
65400,0.024365
65500,0.023914
65600,0.024226
65700,0.024304
65800,0.024297
65900,0.024274
66000,0.024085
66100,0.024198
66200,0.024385
66300,0.024402
66400,0.024321
66500,0.024434
66600,0.024316
66700,0.024404
66800,0.024466
66900,0.024259
67000,0.024069
67100,0.024346
67200,0.024334
67300,0.024435
67400,0.024273
67500,0.024487
67600,0.024339
67700,0.024250
67800,0.024021
67900,0.024059
68000,0.024407
68100,0.024176
68200,0.024272
68300,0.024321
68400,0.024234
68500,0.024361
68600,0.024262
68700,0.024199
68800,0.024428
68900,0.024302
69000,0.024184
69100,0.024412
69200,0.024157
69300,0.024185
69400,0.024644
69500,0.024282
69600,0.023902
69700,0.024151
69800,0.024331
69900,0.024367
70000,0.024360
70100,0.024430
70200,0.024362
70300,0.024114
70400,0.024025
70500,0.024455
70600,0.024163
70700,0.024151
70800,0.024234
70900,0.024345
71000,0.024231
71100,0.024292
71200,0.024169
71300,0.024192
71400,0.024218
71500,0.023979
71600,0.024033
71700,0.024234
71800,0.024175
71900,0.024107
72000,0.024282
72100,0.024393
72200,0.024016
72300,0.024012
72400,0.024288
72500,0.024063
72600,0.024246
72700,0.024413
72800,0.024036
72900,0.024147
73000,0.024153
73100,0.024123
73200,0.024212
73300,0.024278
73400,0.024224
73500,0.024372
73600,0.024251
73700,0.024130
73800,0.023892
73900,0.023852
74000,0.024495
74100,0.024029
74200,0.023964
74300,0.024434
74400,0.024124
74500,0.024215
74600,0.024204
74700,0.024206
74800,0.023978
74900,0.024259
75000,0.023948
75100,0.024079
75200,0.024441
75300,0.024167
75400,0.023965
75500,0.024149
75600,0.023936
75700,0.024489
75800,0.024283
75900,0.023995
76000,0.024377
76100,0.024029
76200,0.024460
76300,0.023993
76400,0.024075
76500,0.024135
76600,0.023828
76700,0.024339
76800,0.024096
76900,0.024200
77000,0.024455
77100,0.024000
77200,0.024140
77300,0.024297
77400,0.024339
77500,0.024159
77600,0.024245
77700,0.023938
77800,0.024059
77900,0.024337
78000,0.024024
78100,0.024306
78200,0.023950
78300,0.024320
78400,0.024147
78500,0.024207
78600,0.024076
78700,0.023884
78800,0.024025
78900,0.024201
79000,0.024129
79100,0.024308
79200,0.023908
79300,0.023995
79400,0.024447
79500,0.024012
79600,0.024084
79700,0.024074
79800,0.024203
79900,0.024321
80000,0.024141
80100,0.023992
80200,0.023953
80300,0.024034
80400,0.024360
80500,0.024103
80600,0.024402
80700,0.024269
80800,0.023815
80900,0.024038
81000,0.023958
81100,0.023875
81200,0.024060
81300,0.024079
81400,0.023864
81500,0.024186
81600,0.024202
81700,0.024158
81800,0.023912
81900,0.024015
82000,0.023985
82100,0.024382
82200,0.023695
82300,0.023894
82400,0.023972
82500,0.024086
82600,0.023994
82700,0.023771
82800,0.023844
82900,0.023912
83000,0.024179
83100,0.024044
83200,0.023870
83300,0.024138
83400,0.023814
83500,0.023961
83600,0.023902
83700,0.024131
83800,0.023754
83900,0.023908
84000,0.024167
84100,0.023982
84200,0.023916
84300,0.023959
84400,0.024002
84500,0.024120
84600,0.023966
84700,0.024166
84800,0.023896
84900,0.024190
85000,0.024053
85100,0.023919
85200,0.024023
85300,0.023839
85400,0.023875
85500,0.024090
85600,0.023761
85700,0.023812
85800,0.023797
85900,0.023955
86000,0.023992
86100,0.023865
86200,0.023834
86300,0.023889
86400,0.023784
86500,0.024086
86600,0.023878
86700,0.023972
86800,0.023985
86900,0.023976
87000,0.023906
87100,0.024150
87200,0.024067
87300,0.024094
87400,0.024142
87500,0.023884
87600,0.023955
87700,0.023733
87800,0.023700
87900,0.023773
88000,0.023886
88100,0.024135
88200,0.023800
88300,0.024023
88400,0.024013
88500,0.023898
88600,0.023949
88700,0.023961
88800,0.023843
88900,0.023909
89000,0.023900
89100,0.023958
89200,0.023725
89300,0.023787
89400,0.023688
89500,0.023867
89600,0.024320
89700,0.023859
89800,0.023840
89900,0.024069
90000,0.023570
90100,0.023659
90200,0.023988
90300,0.023835
90400,0.023941
90500,0.023864
90600,0.023708
90700,0.023604
90800,0.024208
90900,0.023609
91000,0.023878
91100,0.023924
91200,0.023768
91300,0.024054
91400,0.023959
91500,0.023796
91600,0.024082
91700,0.023990
91800,0.023993
91900,0.024539
92000,0.024033
92100,0.023839
92200,0.023837
92300,0.023890
92400,0.023859
92500,0.023765
92600,0.023951
92700,0.023949
92800,0.024144
92900,0.023746
93000,0.023704
93100,0.023773
93200,0.023743
93300,0.024038
93400,0.023861
93500,0.023765
93600,0.023877
93700,0.023625
93800,0.024059
93900,0.023950
94000,0.023801
94100,0.024234
94200,0.023622
94300,0.023993
94400,0.023612
94500,0.023394
94600,0.023886
94700,0.023691
94800,0.023528
94900,0.023938
95000,0.023747
95100,0.023713
95200,0.023931
95300,0.023813
95400,0.023904
95500,0.023509
95600,0.024309
95700,0.023984
95800,0.023703
95900,0.024022
96000,0.024170
96100,0.023599
96200,0.023635
96300,0.024230
96400,0.023537
96500,0.023971
96600,0.023843
96700,0.023926
96800,0.023850
96900,0.024066
97000,0.023605
97100,0.023750
97200,0.023910
97300,0.023933
97400,0.024065
97500,0.023773
97600,0.024027
97700,0.023841
97800,0.023628
97900,0.023779
98000,0.023895
98100,0.023827
98200,0.023727
98300,0.024134
98400,0.024123
98500,0.023605
98600,0.023929
98700,0.023471
98800,0.023648
98900,0.023851
99000,0.023651
99100,0.024030
99200,0.023905
99300,0.023554
99400,0.023944
99500,0.023817
99600,0.023849
99700,0.023884
99800,0.023742
99900,0.023616
100000,0.024003
100100,0.023880
100200,0.023736
100300,0.023685
100400,0.023777
100500,0.024008
100600,0.023713
100700,0.023735
100800,0.023831
100900,0.024165
101000,0.023777
101100,0.023862
101200,0.023628
101300,0.023983
101400,0.023751
101500,0.023643
101600,0.023559
101700,0.023641
101800,0.023903
101900,0.023855
102000,0.023635
102100,0.023905
102200,0.023630
102300,0.023803
102400,0.023702
102500,0.023564
102600,0.023921
102700,0.023725
102800,0.023464
102900,0.023531
103000,0.024043
103100,0.023676
103200,0.023966
103300,0.023847
103400,0.023740
103500,0.023622
103600,0.023695
103700,0.023535
103800,0.023723
103900,0.023559
104000,0.023893
104100,0.023681
104200,0.023972
104300,0.023836
104400,0.023817
104500,0.024068
104600,0.023977
104700,0.023740
104800,0.023724
104900,0.023501
105000,0.023727
105100,0.023683
105200,0.023800
105300,0.023769
105400,0.023671
105500,0.023747
105600,0.024051
105700,0.023638
105800,0.023563
105900,0.023747
106000,0.023602
106100,0.023818
106200,0.023751
106300,0.023583
106400,0.023836
106500,0.023759
106600,0.023679
106700,0.023661
106800,0.023479
106900,0.023631
107000,0.023698
107100,0.023851
107200,0.023399
107300,0.023874
107400,0.023845
107500,0.023645
107600,0.023708
107700,0.023614
107800,0.023679
107900,0.023893
108000,0.023842
108100,0.023723
108200,0.023647
108300,0.023726
108400,0.023744
108500,0.023518
108600,0.023568
108700,0.023631
108800,0.023533
108900,0.023742
109000,0.023736
109100,0.023885
109200,0.023832
109300,0.023777
109400,0.023528
109500,0.023971
109600,0.023413
109700,0.023810
109800,0.023675
109900,0.023321
110000,0.023589
110100,0.023401
110200,0.023566
110300,0.023715
110400,0.023736
110500,0.023629
110600,0.023509
110700,0.023493
110800,0.024102
110900,0.023486
111000,0.023638
111100,0.023606
111200,0.023774
111300,0.023479
111400,0.023523
111500,0.023953
111600,0.023476
111700,0.023666
111800,0.023692
111900,0.023461
112000,0.023643
112100,0.023558
112200,0.023564
112300,0.023646
112400,0.023775
112500,0.023756
112600,0.023821
112700,0.023630
112800,0.023695
112900,0.023448
113000,0.023573
113100,0.023507
113200,0.023733
113300,0.023800
113400,0.023569
113500,0.023554
113600,0.023584
113700,0.023651
113800,0.023708
113900,0.023564
114000,0.023699
114100,0.023682
114200,0.023764
114300,0.023668
114400,0.023703
114500,0.023616
114600,0.023814
114700,0.023645
114800,0.023569
114900,0.023645
115000,0.023603
115100,0.023647
115200,0.023855
115300,0.023496
115400,0.023499
115500,0.023713
115600,0.024039
115700,0.023793
115800,0.023475
115900,0.023416
116000,0.023731
116100,0.023716
116200,0.023488
116300,0.023696
116400,0.023484
116500,0.023624
116600,0.023472
116700,0.023667
116800,0.023532
116900,0.023956
117000,0.023395
117100,0.023594
117200,0.023608
117300,0.023466
117400,0.023563
117500,0.023636
117600,0.023830
117700,0.023541
117800,0.023615
117900,0.023452
118000,0.023694
118100,0.023531
118200,0.023696
118300,0.023398
118400,0.023500
118500,0.023446
118600,0.023563
118700,0.023713
118800,0.023626
118900,0.023719
119000,0.023578
119100,0.023508
119200,0.023601
119300,0.023598
119400,0.023549
119500,0.023559
119600,0.023511
119700,0.023415
119800,0.023540
119900,0.023509
120000,0.023714
120100,0.023525
120200,0.023533
120300,0.023884
120400,0.023589
120500,0.023704
120600,0.023548
120700,0.023760
120800,0.023686
120900,0.023439
121000,0.023282
121100,0.023451
121200,0.023386
121300,0.023538
121400,0.023239
121500,0.023510
121600,0.024072
121700,0.023932
121800,0.023541
121900,0.023675
122000,0.023770
122100,0.023494
122200,0.023530
122300,0.023493
122400,0.023486
122500,0.023566
122600,0.023714
122700,0.023355
122800,0.023726
122900,0.023301
123000,0.023821
123100,0.023485
123200,0.023513
123300,0.023552
123400,0.023716
123500,0.023411
123600,0.023633
123700,0.023412
123800,0.023577
123900,0.023276
124000,0.023568
124100,0.023760
124200,0.023426
124300,0.023557
124400,0.023613
124500,0.023504
124600,0.023618
124700,0.023795
124800,0.023513
124900,0.023323
125000,0.023562
125100,0.023552
125200,0.023287
125300,0.023352
125400,0.023435
125500,0.023696
125600,0.023540
125700,0.023487
125800,0.023403
125900,0.023372
126000,0.023387
126100,0.023416
126200,0.023473
126300,0.023496
126400,0.023454
126500,0.023552
126600,0.023519
126700,0.023486
126800,0.023271
126900,0.023390
127000,0.023278
127100,0.023522
127200,0.023609
127300,0.023595
127400,0.023672
127500,0.023584
127600,0.023499
127700,0.023344
127800,0.023649
127900,0.023517
128000,0.023675
128100,0.023736
128200,0.023500
128300,0.023546
128400,0.023627
128500,0.023654
128600,0.023640
128700,0.023603
128800,0.023582
128900,0.023365
129000,0.023516
129100,0.023668
129200,0.023216
129300,0.023228
129400,0.023313
129500,0.023379
129600,0.023476
129700,0.023411
129800,0.023382
129900,0.023572
130000,0.023619
130100,0.023600
130200,0.023546
130300,0.023688
130400,0.023643
130500,0.023444
130600,0.023625
130700,0.023529
130800,0.023275
130900,0.023436
131000,0.023349
131100,0.023478
131200,0.023427
131300,0.023813
131400,0.023379
131500,0.023480
131600,0.023550
131700,0.023637
131800,0.023411
131900,0.023560
132000,0.023495
132100,0.023454
132200,0.023667
132300,0.023641
132400,0.023266
132500,0.023380
132600,0.023314
132700,0.023414
132800,0.023334
132900,0.023475
133000,0.023606
133100,0.023256
133200,0.023430
133300,0.023758
133400,0.023324
133500,0.023590
133600,0.023311
133700,0.023410
133800,0.023723
133900,0.023284
134000,0.023368
134100,0.023123
134200,0.023596
134300,0.023549
134400,0.023500
134500,0.023663
134600,0.023659
134700,0.023559
134800,0.023542
134900,0.023562
135000,0.023506
135100,0.023418
135200,0.023160
135300,0.023522
135400,0.023535
135500,0.023511
135600,0.023458
135700,0.023519
135800,0.023453
135900,0.023349
136000,0.023439
136100,0.023503
136200,0.023628
136300,0.023337
136400,0.023489
136500,0.023387
136600,0.023337
136700,0.023292
136800,0.023262
136900,0.023349
137000,0.023514
137100,0.023523
137200,0.023522
137300,0.023536
137400,0.023238
137500,0.023338
137600,0.023490
137700,0.023268
137800,0.023517
137900,0.023526
138000,0.023370
138100,0.023431
138200,0.023471
138300,0.023300
138400,0.023403
138500,0.023512
138600,0.023381
138700,0.023211
138800,0.023436
138900,0.023383
139000,0.023597
139100,0.023387
139200,0.023562
139300,0.023097
139400,0.023318
139500,0.023389
139600,0.023375
139700,0.023319
139800,0.023633
139900,0.023363
140000,0.023162
140100,0.023386
140200,0.023570
140300,0.023486
140400,0.023334
140500,0.023499
140600,0.023326
140700,0.023216
140800,0.023257
140900,0.023734
141000,0.023203
141100,0.023452
141200,0.023485
141300,0.023064
141400,0.023530
141500,0.023194
141600,0.023207
141700,0.023069
141800,0.023604
141900,0.023351
142000,0.023608
142100,0.023464
142200,0.023344
142300,0.023563
142400,0.023180
142500,0.023471
142600,0.023760
142700,0.023309
142800,0.023079
142900,0.023502
143000,0.023390
143100,0.023122
143200,0.023250
143300,0.023460
143400,0.023301
143500,0.023386
143600,0.023345
143700,0.023494
143800,0.023246
143900,0.023200
144000,0.023641
144100,0.023482
144200,0.023435
144300,0.023515
144400,0.023268
144500,0.023480
144600,0.023427
144700,0.023326
144800,0.023510
144900,0.023325
145000,0.023272
145100,0.023262
145200,0.023376
145300,0.023624
145400,0.023569
145500,0.023506
145600,0.023419
145700,0.023448
145800,0.023480
145900,0.023478
146000,0.023399
146100,0.023211
146200,0.023303
146300,0.023458
146400,0.023209
146500,0.023558
146600,0.023379
146700,0.023172
146800,0.023339
146900,0.023154
147000,0.023272
147100,0.023262
147200,0.023405
147300,0.023451
147400,0.023407
147500,0.023289
147600,0.023168
147700,0.023416
147800,0.023299
147900,0.023240
148000,0.023310
148100,0.023333
148200,0.023226
148300,0.023353
148400,0.023417
148500,0.023205
148600,0.023210
148700,0.023405
148800,0.023443
148900,0.023219
149000,0.023357
149100,0.023154
149200,0.023218
149300,0.023519
149400,0.023350
149500,0.023533
149600,0.023264
149700,0.023122
149800,0.023234
149900,0.023314
150000,0.023151
150100,0.023503
150200,0.023274
150300,0.023531
150400,0.023456
150500,0.023480
150600,0.023339
150700,0.023292
150800,0.023222
150900,0.023426
151000,0.023423
151100,0.023367
151200,0.023417
151300,0.023547
151400,0.023116
151500,0.023255
151600,0.023443
151700,0.023471
151800,0.023353
151900,0.023182
152000,0.023287
152100,0.023223
152200,0.023461
152300,0.023205
152400,0.023355
152500,0.023458
152600,0.023309
152700,0.023167
152800,0.023153
152900,0.023119
153000,0.023380
153100,0.023086
153200,0.023321
153300,0.023511
153400,0.023334
153500,0.023351
153600,0.023314
153700,0.023353
153800,0.023230
153900,0.023311
154000,0.023175
154100,0.023375
154200,0.023387
154300,0.023394
154400,0.023365
154500,0.023393
154600,0.023321
154700,0.023170
154800,0.023244
154900,0.023221
155000,0.023334
155100,0.023507
155200,0.023305
155300,0.023011
155400,0.023356
155500,0.023273
155600,0.023318
155700,0.023166
155800,0.023310
155900,0.023577
156000,0.023261
156100,0.023327
156200,0.023361
156300,0.023157
156400,0.023370
156500,0.023374
156600,0.023316
156700,0.023062
156800,0.023292
156900,0.023264
157000,0.023268
157100,0.023261
157200,0.023266
157300,0.023375
157400,0.023318
157500,0.023402
157600,0.023123
157700,0.023336
157800,0.023340
157900,0.023342
158000,0.023276
158100,0.023231
158200,0.023313
158300,0.023330
158400,0.023469
158500,0.023494
158600,0.023634
158700,0.023183
158800,0.023353
158900,0.023494
159000,0.023113
159100,0.023310
159200,0.023245
159300,0.023066
159400,0.023131
159500,0.023093
159600,0.023353
159700,0.023444
159800,0.023161
159900,0.023251
160000,0.023340
160100,0.023335
160200,0.023367
160300,0.023676
160400,0.023196
160500,0.023278
160600,0.023263
160700,0.023157
160800,0.022883
160900,0.023273
161000,0.023290
161100,0.023197
161200,0.023215
161300,0.023135
161400,0.022972
161500,0.023120
161600,0.023230
161700,0.023098
161800,0.023332
161900,0.023251
162000,0.023153
162100,0.023310
162200,0.023524
162300,0.023391
162400,0.023299
162500,0.023124
162600,0.023385
162700,0.023136
162800,0.023349
162900,0.023212
163000,0.023359
163100,0.023263
163200,0.022993
163300,0.023294
163400,0.023388
163500,0.023043
163600,0.023169
163700,0.023401
163800,0.023293
163900,0.023148
164000,0.023273
164100,0.023147
164200,0.023261
164300,0.023148
164400,0.023164
164500,0.023040
164600,0.023211
164700,0.023013
164800,0.023227
164900,0.023388
165000,0.023311
165100,0.023263
165200,0.023410
165300,0.023130
165400,0.023044
165500,0.023074
165600,0.023446
165700,0.023214
165800,0.023426
165900,0.023560
166000,0.023150
166100,0.023573
166200,0.023409
166300,0.023259
166400,0.023390
166500,0.023156
166600,0.023197
166700,0.023312
166800,0.023305
166900,0.023366
167000,0.023284
167100,0.023479
167200,0.023209
167300,0.023252
167400,0.023396
167500,0.023373
167600,0.023080
167700,0.023070
167800,0.023045
167900,0.023046
168000,0.023283
168100,0.023239
168200,0.023072
168300,0.022980
168400,0.023136
168500,0.023238
168600,0.023163
168700,0.023381
168800,0.022939
168900,0.023062
169000,0.023207
169100,0.023281
169200,0.023068
169300,0.023113
169400,0.023201
169500,0.023012
169600,0.023430
169700,0.023204
169800,0.022952
169900,0.023302
170000,0.023221
170100,0.023155
170200,0.023266
170300,0.023339
170400,0.023347
170500,0.023105
170600,0.023111
170700,0.023470
170800,0.023142
170900,0.022992
171000,0.023013
171100,0.023447
171200,0.023262
171300,0.023176
171400,0.023242
171500,0.023421
171600,0.023186
171700,0.023223
171800,0.023161
171900,0.023029
172000,0.023469
172100,0.023179
172200,0.022962
172300,0.023410
172400,0.023213
172500,0.023248
172600,0.022927
172700,0.022938
172800,0.023265
172900,0.023151
173000,0.023290
173100,0.023225
173200,0.023225
173300,0.023085
173400,0.022944
173500,0.023327
173600,0.022944
173700,0.022994
173800,0.023124
173900,0.023279
174000,0.023201
174100,0.023249
174200,0.023086
174300,0.023094
174400,0.023019
174500,0.023251
174600,0.023190
174700,0.023237
174800,0.023050
174900,0.023363
