step,loss
175000,0.023411
175100,0.023109
175200,0.023167
175300,0.023216
175400,0.023083
175500,0.023332
175600,0.023288
175700,0.023381
175800,0.022916
175900,0.023038
176000,0.023498
176100,0.022977
176200,0.023224
176300,0.023193
176400,0.023097
176500,0.023048
176600,0.023193
176700,0.022966
176800,0.023273
176900,0.023431
177000,0.023213
177100,0.023152
177200,0.023121
177300,0.023073
177400,0.023154
177500,0.023347
177600,0.023231
177700,0.023225
177800,0.022847
177900,0.023314
178000,0.022995
178100,0.023369
178200,0.023170
178300,0.023028
178400,0.023170
178500,0.023109
178600,0.023182
178700,0.023109
178800,0.023217
178900,0.023206
179000,0.023210
179100,0.023039
179200,0.023249
179300,0.023260
179400,0.023213
179500,0.023404
179600,0.022970
179700,0.023110
179800,0.023128
179900,0.023116
180000,0.023057
180100,0.023246
180200,0.023271
180300,0.023220
180400,0.023171
180500,0.023220
180600,0.023015
180700,0.023269
180800,0.023032
180900,0.023439
181000,0.023282
181100,0.023180
181200,0.023198
181300,0.023157
181400,0.023676
181500,0.023062
181600,0.023100
181700,0.023087
181800,0.022923
181900,0.023214
182000,0.023120
182100,0.023042
182200,0.023174
182300,0.023119
182400,0.023368
182500,0.023288
182600,0.023149
182700,0.023125
182800,0.023087
182900,0.022915
183000,0.023179
183100,0.023149
183200,0.022987
183300,0.023298
183400,0.023090
183500,0.023188
183600,0.023262
183700,0.023081
183800,0.023096
183900,0.023614
184000,0.023212
184100,0.023372
184200,0.023147
184300,0.023114
184400,0.022968
184500,0.023208
184600,0.022839
184700,0.022926
184800,0.023183
184900,0.023185
185000,0.023005
185100,0.023220
185200,0.022888
185300,0.022955
185400,0.023089
185500,0.023175
185600,0.023461
185700,0.023207
185800,0.023268
185900,0.023098
186000,0.023093
186100,0.022939
186200,0.023229
186300,0.023245
186400,0.023048
186500,0.023069
186600,0.023213
186700,0.023108
186800,0.023108
186900,0.023077
187000,0.023029
187100,0.023301
187200,0.023042
187300,0.023159
187400,0.023136
187500,0.023087
187600,0.023289
187700,0.023068
187800,0.023171
187900,0.023235
188000,0.023106
188100,0.022925
188200,0.023229
188300,0.023130
188400,0.023431
188500,0.023223
188600,0.023055
188700,0.023196
188800,0.022953
188900,0.023033
189000,0.023252
189100,0.023193
189200,0.023183
189300,0.023177
189400,0.023237
189500,0.023244
189600,0.023189
189700,0.023166
189800,0.022904
189900,0.023009
190000,0.022877
190100,0.023020
190200,0.023226
190300,0.023159
190400,0.022988
190500,0.023167
190600,0.022951
190700,0.023141
190800,0.023237
190900,0.023443
191000,0.022996
191100,0.023203
191200,0.023084
191300,0.023416
191400,0.023154
191500,0.023129
191600,0.023310
191700,0.023094
191800,0.023045
191900,0.023158
192000,0.023179
192100,0.023349
192200,0.023233
192300,0.023137
192400,0.023027
192500,0.022965
192600,0.022778
192700,0.023105
192800,0.022916
192900,0.023142
193000,0.022971
193100,0.022997
193200,0.023042
193300,0.023209
193400,0.022993
193500,0.023090
193600,0.023075
193700,0.023148
193800,0.023221
193900,0.023179
194000,0.023004
194100,0.023069
194200,0.023128
194300,0.022843
194400,0.023203
194500,0.023355
194600,0.023180
194700,0.022911
194800,0.023202
194900,0.022992
195000,0.023263
195100,0.022827
195200,0.022923
195300,0.023099
195400,0.023166
195500,0.023097
195600,0.022801
195700,0.022850
195800,0.022859
195900,0.022918
196000,0.023090
196100,0.023031
196200,0.023087
196300,0.023111
196400,0.022862
196500,0.023154
196600,0.023082
196700,0.022955
196800,0.023037
196900,0.022985
197000,0.023191
197100,0.022919
197200,0.022913
197300,0.023045
197400,0.023052
197500,0.023131
197600,0.023170
197700,0.022925
197800,0.023157
197900,0.023020
198000,0.023235
198100,0.023192
198200,0.023033
198300,0.023084
198400,0.023027
198500,0.023194
198600,0.022926
198700,0.022867
198800,0.023146
198900,0.023250
199000,0.023007
199100,0.023263
199200,0.023330
199300,0.022977
199400,0.023062
199500,0.022930
199600,0.023033
199700,0.023019
199800,0.023074
199900,0.023110
200000,0.022941
200100,0.023275
200200,0.023332
200300,0.023235
200400,0.023039
200500,0.023392
200600,0.023132
200700,0.022810
200800,0.023143
200900,0.023122
201000,0.022908
201100,0.023027
201200,0.022710
201300,0.023093
201400,0.023059
201500,0.022956
201600,0.023000
201700,0.023109
201800,0.022993
201900,0.022876
202000,0.022992
202100,0.023088
202200,0.023118
202300,0.023275
202400,0.023188
202500,0.022930
202600,0.023005
202700,0.022809
202800,0.023155
202900,0.023019
203000,0.022999
203100,0.022950
203200,0.022906
203300,0.022979
203400,0.022944
203500,0.023045
203600,0.022949
203700,0.023116
203800,0.022983
203900,0.022773
204000,0.022915
204100,0.022828
204200,0.023158
204300,0.023024
204400,0.023127
204500,0.023225
204600,0.022974
204700,0.023043
204800,0.022769
204900,0.023063
205000,0.022954
205100,0.022851
205200,0.023043
205300,0.022872
205400,0.023153
205500,0.022917
205600,0.023008
205700,0.022856
205800,0.022920
205900,0.023029
206000,0.023169
206100,0.022919
206200,0.023064
206300,0.022977
206400,0.023388
206500,0.022964
206600,0.022817
206700,0.023020
206800,0.023099
206900,0.023027
207000,0.023061
207100,0.022975
207200,0.023052
207300,0.023057
207400,0.023105
207500,0.023041
207600,0.023214
207700,0.023106
207800,0.023059
207900,0.023260
208000,0.022831
208100,0.023188
208200,0.022954
208300,0.023114
208400,0.022928
208500,0.022971
208600,0.022994
208700,0.023154
208800,0.023139
208900,0.022915
209000,0.023154
209100,0.023011
209200,0.022706
209300,0.022986
209400,0.022854
209500,0.023035
209600,0.023081
209700,0.023124
209800,0.022865
209900,0.022911
210000,0.022866
210100,0.022986
210200,0.022972
210300,0.022900
210400,0.022874
210500,0.022852
210600,0.023055
210700,0.022910
210800,0.022944
210900,0.023216
211000,0.023204
211100,0.023052
211200,0.023049
211300,0.023250
211400,0.022855
211500,0.023028
211600,0.022931
211700,0.022889
211800,0.022918
211900,0.023021
212000,0.023125
212100,0.022868
212200,0.022936
212300,0.022945
212400,0.023093
212500,0.023080
212600,0.022914
212700,0.022842
212800,0.022925
212900,0.023063
213000,0.022865
213100,0.022911
213200,0.022898
213300,0.022837
213400,0.022815
213500,0.022989
213600,0.022963
213700,0.023029
213800,0.022959
213900,0.023096
214000,0.023265
214100,0.022916
214200,0.022888
214300,0.022928
214400,0.023199
214500,0.023031
214600,0.022937
214700,0.022971
214800,0.023010
214900,0.023106
215000,0.022925
215100,0.023012
215200,0.023046
215300,0.023067
215400,0.023015
215500,0.022862
215600,0.023081
215700,0.022987
215800,0.022826
215900,0.022953
216000,0.023173
216100,0.023100
216200,0.022841
216300,0.022864
216400,0.022667
216500,0.023028
216600,0.022814
216700,0.023074
216800,0.022833
216900,0.023085
217000,0.022960
217100,0.023003
217200,0.022855
217300,0.022975
217400,0.023021
217500,0.022694
217600,0.022948
217700,0.022873
217800,0.023127
217900,0.023181
218000,0.022876
218100,0.023103
218200,0.023151
218300,0.022937
218400,0.023039
218500,0.022877
218600,0.022756
218700,0.023183
218800,0.022910
218900,0.022863
219000,0.022985
219100,0.022973
219200,0.022802
219300,0.022947
219400,0.022964
219500,0.022728
219600,0.023069
219700,0.023157
219800,0.023015
219900,0.022934
220000,0.023046
220100,0.022800
220200,0.022799
220300,0.022881
220400,0.023118
220500,0.022711
220600,0.022920
220700,0.022887
220800,0.023053
220900,0.023085
221000,0.022980
221100,0.022767
221200,0.023132
221300,0.022657
221400,0.023128
221500,0.023013
221600,0.023062
221700,0.022955
221800,0.022934
221900,0.022685
222000,0.022770
222100,0.023127
222200,0.022994
222300,0.023055
222400,0.023094
222500,0.023022
222600,0.023020
222700,0.023067
222800,0.023038
222900,0.022831
223000,0.022914
223100,0.022971
223200,0.022902
223300,0.023013
223400,0.022895
223500,0.022821
223600,0.023149
223700,0.023045
223800,0.022917
223900,0.022975
224000,0.022856
224100,0.023031
224200,0.022755
224300,0.022841
224400,0.022977
224500,0.023020
224600,0.022790
224700,0.023091
224800,0.022725
224900,0.022925
225000,0.022909
225100,0.023045
225200,0.022896
225300,0.022646
225400,0.023131
225500,0.023022
225600,0.022999
225700,0.022990
225800,0.022849
225900,0.022924
226000,0.023169
226100,0.022806
226200,0.022869
226300,0.023171
226400,0.023160
226500,0.023009
226600,0.022877
226700,0.022930
226800,0.023155
226900,0.022725
227000,0.022972
227100,0.022841
227200,0.022850
227300,0.023003
227400,0.022678
227500,0.023005
227600,0.022913
227700,0.022946
227800,0.023002
227900,0.022842
228000,0.022927
228100,0.022957
228200,0.022694
228300,0.022880
228400,0.022949
228500,0.023005
228600,0.022881
228700,0.023003
228800,0.022809
228900,0.022918
229000,0.022873
229100,0.022897
229200,0.022940
229300,0.023064
229400,0.022788
229500,0.023060
229600,0.022887
229700,0.022873
229800,0.023006
229900,0.022850
230000,0.023005
230100,0.023062
230200,0.023148
230300,0.022875
230400,0.022895
230500,0.022684
230600,0.022817
230700,0.022786
230800,0.022782
230900,0.022897
231000,0.022879
231100,0.022937
231200,0.022879
231300,0.022904
231400,0.022986
231500,0.022809
231600,0.022905
231700,0.022895
231800,0.022879
231900,0.022998
232000,0.022824
232100,0.022928
232200,0.023075
232300,0.022723
232400,0.022931
232500,0.022780
232600,0.022983
232700,0.022944
232800,0.022928
232900,0.022814
233000,0.022831
233100,0.022990
233200,0.023066
233300,0.022800
233400,0.022770
233500,0.022876
233600,0.022799
233700,0.022885
233800,0.023029
233900,0.023107
234000,0.022851
234100,0.023141
234200,0.022943
234300,0.023203
234400,0.022826
234500,0.023127
234600,0.023014
234700,0.022806
234800,0.023024
234900,0.022823
235000,0.022784
235100,0.023277
235200,0.022762
235300,0.022924
235400,0.023064
235500,0.022892
235600,0.022882
235700,0.023056
235800,0.022858
235900,0.022861
236000,0.022844
236100,0.022754
236200,0.023055
236300,0.022836
236400,0.022710
236500,0.022885
236600,0.022680
236700,0.022721
236800,0.023055
236900,0.022957
237000,0.022941
237100,0.022918
237200,0.023145
237300,0.023062
237400,0.023139
237500,0.023010
237600,0.022996
237700,0.023024
237800,0.022894
237900,0.022791
238000,0.022842
238100,0.022755
238200,0.022964
238300,0.022984
238400,0.023025
238500,0.023045
238600,0.022957
238700,0.022836
238800,0.022675
238900,0.023028
239000,0.022976
239100,0.022966
239200,0.022729
239300,0.022959
239400,0.022814
239500,0.023005
239600,0.022962
239700,0.022982
239800,0.022850
239900,0.022794
240000,0.022952
240100,0.022952
240200,0.022798
240300,0.022758
240400,0.022914
240500,0.022800
240600,0.023000
240700,0.022720
240800,0.022830
240900,0.022925
241000,0.023183
241100,0.022847
241200,0.023071
241300,0.022882
241400,0.022819
241500,0.022735
241600,0.022873
241700,0.022846
241800,0.022959
241900,0.023002
242000,0.022981
242100,0.022984
242200,0.023043
242300,0.023168
242400,0.022811
242500,0.022863
242600,0.022803
242700,0.022953
242800,0.022967
242900,0.022800
243000,0.022881
243100,0.022828
243200,0.023053
243300,0.022997
243400,0.022887
243500,0.022681
243600,0.022995
243700,0.022807
243800,0.022974
243900,0.023040
244000,0.023024
244100,0.022923
244200,0.022944
244300,0.022806
244400,0.022632
244500,0.022748
244600,0.022973
244700,0.022608
244800,0.022627
244900,0.022877
245000,0.022573
245100,0.022829
245200,0.022846
245300,0.022696
245400,0.022763
245500,0.022997
245600,0.023041
245700,0.022878
245800,0.022841
245900,0.022827
246000,0.022843
246100,0.022885
246200,0.022879
246300,0.022851
246400,0.022830
246500,0.022786
246600,0.022734
246700,0.022799
246800,0.022907
246900,0.022852
247000,0.022941
247100,0.022794
247200,0.022655
247300,0.022885
247400,0.022612
247500,0.023060
247600,0.022867
247700,0.023058
247800,0.022758
247900,0.022777
248000,0.022841
248100,0.023080
248200,0.022996
248300,0.022717
248400,0.022622
248500,0.022725
248600,0.022796
248700,0.023030
248800,0.023064
248900,0.022883
249000,0.022917
249100,0.022794
249200,0.023041
249300,0.022685
249400,0.022943
249500,0.022901
249600,0.022787
249700,0.022923
249800,0.022819
249900,0.023143
250000,0.022741
250100,0.023015
250200,0.022931
250300,0.023132
250400,0.022688
250500,0.022967
250600,0.022898
250700,0.022918
250800,0.022602
250900,0.022824
251000,0.022765
251100,0.023017
251200,0.022601
251300,0.022622
251400,0.022744
251500,0.022895
251600,0.022837
251700,0.022865
251800,0.022766
251900,0.022772
252000,0.022911
252100,0.022893
252200,0.022808
252300,0.022789
252400,0.022792
252500,0.023313
252600,0.022872
252700,0.022885
252800,0.022927
252900,0.022614
253000,0.022947
253100,0.022770
253200,0.022654
253300,0.022829
253400,0.022779
253500,0.022955
253600,0.022691
253700,0.022862
253800,0.022926
253900,0.022629
254000,0.022927
254100,0.022722
254200,0.022545
254300,0.022922
254400,0.022905
254500,0.022761
254600,0.023034
254700,0.022775
254800,0.022794
254900,0.022769
255000,0.022734
255100,0.022772
255200,0.022847
255300,0.022844
255400,0.022682
255500,0.023100
255600,0.022809
255700,0.022552
255800,0.022770
255900,0.023015
256000,0.022828
256100,0.022718
256200,0.022879
256300,0.022952
256400,0.022915
256500,0.022594
256600,0.022821
256700,0.022771
256800,0.022799
256900,0.023035
257000,0.022777
257100,0.022967
257200,0.022726
257300,0.022869
257400,0.022824
257500,0.022960
257600,0.022670
257700,0.022604
257800,0.022865
257900,0.022674
258000,0.022802
258100,0.022929
258200,0.022865
258300,0.022927
258400,0.022666
258500,0.022801
258600,0.022807
258700,0.022835
258800,0.022697
258900,0.022799
259000,0.022814
259100,0.022776
259200,0.022735
259300,0.023018
259400,0.022632
259500,0.022815
259600,0.023097
259700,0.022788
259800,0.023005
259900,0.022691
260000,0.022802
260100,0.022727
260200,0.022827
260300,0.022575
260400,0.022596
260500,0.022794
260600,0.022906
260700,0.022725
260800,0.022995
260900,0.022721
261000,0.022851
261100,0.022883
261200,0.022714
261300,0.022629
261400,0.022813
261500,0.022588
261600,0.022839
261700,0.022658
261800,0.022859
261900,0.023088
262000,0.022922
262100,0.023019
262200,0.022950
262300,0.022744
262400,0.022682
262500,0.022989
262600,0.022781
262700,0.022801
262800,0.022892
262900,0.022909
263000,0.023010
263100,0.023037
263200,0.022899
263300,0.022924
263400,0.022837
263500,0.022811
263600,0.023017
263700,0.022918
263800,0.022851
263900,0.022936
264000,0.023054
264100,0.022878
264200,0.022832
264300,0.023029
264400,0.022706
264500,0.022780
264600,0.022827
264700,0.022871
264800,0.023034
264900,0.022866
265000,0.022687
265100,0.022952
265200,0.022867
265300,0.022886
265400,0.023018
265500,0.022826
265600,0.022808
265700,0.022879
265800,0.022804
265900,0.022657
266000,0.022589
266100,0.023014
266200,0.022853
266300,0.022893
266400,0.022696
266500,0.022884
266600,0.022925
266700,0.022903
266800,0.022823
266900,0.022583
267000,0.022951
267100,0.022572
267200,0.022903
267300,0.022666
267400,0.022581
267500,0.022745
267600,0.022805
267700,0.022742
267800,0.022754
267900,0.022820
268000,0.022761
268100,0.022934
268200,0.022829
268300,0.022876
268400,0.022973
268500,0.022727
268600,0.022685
268700,0.022744
268800,0.022817
268900,0.023079
269000,0.022843
269100,0.022722
269200,0.022708
269300,0.022690
269400,0.022861
269500,0.022577
269600,0.022831
269700,0.022883
269800,0.022846
269900,0.022774
270000,0.022800
270100,0.022955
270200,0.022722
270300,0.022829
270400,0.022741
270500,0.022888
270600,0.022758
270700,0.022713
270800,0.022765
270900,0.022739
271000,0.022713
271100,0.022662
271200,0.022806
271300,0.022951
271400,0.022692
271500,0.022777
271600,0.022843
271700,0.022880
271800,0.022915
271900,0.022796
272000,0.022819
272100,0.022867
272200,0.022786
272300,0.022729
272400,0.022750
272500,0.022691
272600,0.022862
272700,0.022860
272800,0.022652
272900,0.022762
273000,0.022633
273100,0.022837
273200,0.022775
273300,0.022859
273400,0.022855
273500,0.022428
273600,0.022631
273700,0.022916
273800,0.022813
273900,0.022769
274000,0.022608
274100,0.022620
274200,0.022797
274300,0.022890
274400,0.022958
274500,0.022879
274600,0.022765
274700,0.022815
274800,0.022886
274900,0.022751
275000,0.022978
275100,0.022943
275200,0.022638
275300,0.022881
275400,0.022716
275500,0.022560
275600,0.022703
275700,0.022665
275800,0.022967
275900,0.022835
276000,0.022834
276100,0.023019
276200,0.022989
276300,0.022749
276400,0.023061
276500,0.023052
276600,0.022704
276700,0.022799
276800,0.022966
276900,0.022873
277000,0.022770
277100,0.022934
277200,0.022745
277300,0.022778
277400,0.022822
277500,0.022748
277600,0.022515
277700,0.022784
277800,0.022868
277900,0.022882
278000,0.022896
278100,0.022872
278200,0.022715
278300,0.022678
278400,0.022838
278500,0.022786
278600,0.022842
278700,0.022859
278800,0.022685
278900,0.022682
279000,0.022909
279100,0.022674
279200,0.022628
279300,0.022798
279400,0.022843
279500,0.022961
279600,0.022660
279700,0.022850
279800,0.022729
279900,0.022556
280000,0.022850
280100,0.022824
280200,0.022664
280300,0.022681
280400,0.022796
280500,0.022669
280600,0.022858
280700,0.022831
280800,0.022769
280900,0.022678
281000,0.022811
281100,0.022884
281200,0.022650
281300,0.022863
281400,0.022829
281500,0.022560
281600,0.022471
281700,0.022886
281800,0.022660
281900,0.022625
282000,0.022732
282100,0.022744
282200,0.022862
282300,0.022783
282400,0.022670
282500,0.022841
282600,0.022776
282700,0.022839
282800,0.022764
282900,0.022771
283000,0.022673
283100,0.022811
283200,0.022833
283300,0.022798
283400,0.022908
283500,0.022747
283600,0.022733
283700,0.022865
283800,0.022836
283900,0.022688
284000,0.022621
284100,0.022795
284200,0.022816
284300,0.022739
284400,0.022648
284500,0.022989
284600,0.022691
284700,0.022849
284800,0.022657
284900,0.022897
285000,0.022987
285100,0.022792
285200,0.022612
285300,0.022812
285400,0.022819
285500,0.022506
285600,0.022855
285700,0.022564
285800,0.022541
285900,0.022833
286000,0.022634
286100,0.022467
286200,0.022664
286300,0.022871
286400,0.022766
286500,0.022828
286600,0.022703
286700,0.022828
286800,0.022779
286900,0.023028
287000,0.023008
287100,0.022587
287200,0.023048
287300,0.022696
287400,0.022645
287500,0.022591
287600,0.022910
287700,0.022781
287800,0.022487
287900,0.022794
288000,0.022710
288100,0.022565
288200,0.022552
288300,0.023053
288400,0.022680
288500,0.022636
288600,0.022661
288700,0.022727
288800,0.022705
288900,0.022676
289000,0.022669
289100,0.022812
289200,0.022829
289300,0.022872
289400,0.022715
289500,0.022749
289600,0.022559
289700,0.022662
289800,0.022697
289900,0.022685
290000,0.022877
290100,0.022674
290200,0.022533
290300,0.022716
290400,0.022607
290500,0.022815
290600,0.022683
290700,0.022674
290800,0.022567
290900,0.022811
291000,0.022850
291100,0.022599
291200,0.022719
291300,0.022674
291400,0.022823
291500,0.022744
291600,0.022640
291700,0.022646
291800,0.022758
291900,0.022810
292000,0.022744
292100,0.022952
292200,0.022780
292300,0.022912
292400,0.022836
292500,0.022774
292600,0.022894
292700,0.022620
292800,0.022855
292900,0.022779
293000,0.022669
293100,0.023053
293200,0.022805
293300,0.022705
293400,0.022559
293500,0.022734
293600,0.022742
293700,0.022730
293800,0.022746
293900,0.022682
294000,0.022835
294100,0.022684
294200,0.022892
294300,0.022636
294400,0.022825
294500,0.022668
294600,0.022529
294700,0.022816
294800,0.022570
294900,0.022544
295000,0.022761
295100,0.022573
295200,0.022810
295300,0.022706
295400,0.022856
295500,0.022589
295600,0.022637
295700,0.022785
295800,0.022600
295900,0.022895
296000,0.022784
296100,0.022533
296200,0.022793
296300,0.022707
296400,0.022622
296500,0.022576
296600,0.022662
296700,0.022713
296800,0.022757
296900,0.022637
297000,0.022677
297100,0.022538
297200,0.022768
297300,0.022788
297400,0.022513
297500,0.022544
297600,0.022553
297700,0.022955
297800,0.022692
297900,0.022806
298000,0.022382
298100,0.022750
298200,0.022733
298300,0.022524
298400,0.022576
298500,0.022727
298600,0.022719
298700,0.022720
298800,0.022674
298900,0.022875
299000,0.022707
299100,0.022731
299200,0.022739
299300,0.022576
299400,0.022852
299500,0.022816
299600,0.022736
299700,0.022793
299800,0.022796
299900,0.023017
300000,0.022631
300100,0.022824
300200,0.022691
300300,0.022876
300400,0.022653
300500,0.022941
300600,0.022826
300700,0.022673
300800,0.022700
300900,0.022806
301000,0.022728
301100,0.022735
301200,0.022777
301300,0.022514
301400,0.022662
301500,0.022768
301600,0.022743
301700,0.022707
301800,0.022586
301900,0.022601
302000,0.022681
302100,0.022648
302200,0.022688
302300,0.022810
302400,0.022868
302500,0.022786
302600,0.022865
302700,0.022860
302800,0.022671
302900,0.022551
303000,0.022633
303100,0.022614
303200,0.022493
303300,0.022667
303400,0.022888
303500,0.022683
303600,0.022591
303700,0.022529
303800,0.022560
303900,0.022499
304000,0.022782
304100,0.022835
304200,0.022652
304300,0.022579
304400,0.022722
304500,0.022737
304600,0.022798
304700,0.022665
304800,0.022760
304900,0.022695
305000,0.022799
305100,0.022588
305200,0.022720
305300,0.022658
305400,0.022472
305500,0.023089
305600,0.022840
305700,0.022798
305800,0.022653
305900,0.022635
306000,0.022692
306100,0.022649
306200,0.022687
306300,0.022556
306400,0.022729
306500,0.022801
306600,0.022819
306700,0.022764
306800,0.022710
306900,0.022710
307000,0.022631
307100,0.022682
307200,0.022671
307300,0.022535
307400,0.022625
307500,0.022974
307600,0.022562
307700,0.022878
307800,0.022757
307900,0.022697
308000,0.022703
308100,0.022753
308200,0.022750
308300,0.022962
308400,0.022630
308500,0.022755
308600,0.022715
308700,0.022956
308800,0.022629
308900,0.022654
309000,0.022535
309100,0.022740
309200,0.022447
309300,0.022582
309400,0.022696
309500,0.022810
309600,0.022655
309700,0.022677
309800,0.022695
309900,0.022785
310000,0.022705
310100,0.022664
310200,0.022662
310300,0.022549
310400,0.022799
310500,0.022585
310600,0.022679
310700,0.022646
310800,0.022874
310900,0.022630
311000,0.022615
311100,0.022706
311200,0.022702
311300,0.022611
311400,0.022767
311500,0.022813
311600,0.022512
311700,0.022628
311800,0.022683
311900,0.022640
312000,0.022831
312100,0.022686
312200,0.022588
312300,0.022839
312400,0.022808
312500,0.022533
312600,0.022493
312700,0.022834
312800,0.022673
312900,0.022776
313000,0.022717
313100,0.022872
313200,0.022718
313300,0.022420
313400,0.022660
313500,0.022515
313600,0.022520
313700,0.022638
313800,0.022782
313900,0.022738
314000,0.022589
314100,0.022632
314200,0.022703
314300,0.022755
314400,0.022506
314500,0.022600
314600,0.022682
314700,0.022543
314800,0.022635
314900,0.022599
315000,0.022691
315100,0.022711
315200,0.022616
315300,0.022580
315400,0.022818
315500,0.022601
315600,0.022583
315700,0.022474
315800,0.022652
315900,0.022808
316000,0.022775
316100,0.022780
316200,0.022421
316300,0.022566
316400,0.022567
316500,0.022793
316600,0.022597
316700,0.022793
316800,0.022579
316900,0.022917
317000,0.022628
317100,0.022633
317200,0.022552
317300,0.022634
317400,0.022670
317500,0.022775
317600,0.022643
317700,0.022694
317800,0.022791
317900,0.022810
318000,0.022573
318100,0.022572
318200,0.022860
318300,0.022502
318400,0.022644
318500,0.022761
318600,0.022606
318700,0.022489
318800,0.022707
318900,0.022758
319000,0.022788
319100,0.022753
319200,0.022702
319300,0.022892
319400,0.022834
319500,0.022485
319600,0.022803
319700,0.022731
319800,0.022695
319900,0.022724
320000,0.022554
320100,0.022806
320200,0.022768
320300,0.022369
320400,0.022512
320500,0.022695
320600,0.022662
320700,0.022640
320800,0.022959
320900,0.022598
321000,0.022730
321100,0.022735
321200,0.022563
321300,0.022634
321400,0.022693
321500,0.022435
321600,0.022680
321700,0.022811
321800,0.022638
321900,0.022693
322000,0.022603
322100,0.022447
322200,0.022476
322300,0.022722
322400,0.022773
322500,0.022586
322600,0.022781
322700,0.022575
322800,0.022607
322900,0.022797
323000,0.022612
323100,0.022709
323200,0.022568
323300,0.022511
323400,0.022914
323500,0.022650
323600,0.022459
323700,0.022619
323800,0.022827
323900,0.022869
324000,0.022548
324100,0.022444
324200,0.022555
324300,0.022668
324400,0.022634
324500,0.022773
324600,0.022784
324700,0.022703
324800,0.022650
324900,0.022498
325000,0.022699
325100,0.022611
325200,0.022952
325300,0.022884
325400,0.022931
325500,0.022568
325600,0.022715
325700,0.022736
325800,0.022648
325900,0.022832
326000,0.022542
326100,0.022676
326200,0.022503
326300,0.022568
326400,0.022616
326500,0.022469
326600,0.022665
326700,0.022661
326800,0.023020
326900,0.022768
327000,0.022566
327100,0.022590
327200,0.022605
327300,0.022562
327400,0.022731
327500,0.022605
327600,0.022853
327700,0.022743
327800,0.022573
327900,0.022656
328000,0.022611
328100,0.022731
328200,0.022544
328300,0.022640
328400,0.022770
328500,0.022637
328600,0.022567
328700,0.022603
328800,0.022488
328900,0.022431
329000,0.022569
329100,0.022738
329200,0.022736
329300,0.022702
329400,0.022652
329500,0.022592
329600,0.022622
329700,0.022733
329800,0.022504
329900,0.022695
330000,0.022705
330100,0.022565
330200,0.022673
330300,0.022543
330400,0.022693
330500,0.022848
330600,0.022641
330700,0.022688
330800,0.022550
330900,0.022582
331000,0.022619
331100,0.022628
331200,0.022542
331300,0.022569
331400,0.022722
331500,0.022706
331600,0.022737
331700,0.022740
331800,0.022492
331900,0.022500
332000,0.022555
332100,0.022549
332200,0.022650
332300,0.022541
332400,0.022742
332500,0.022680
332600,0.022377
332700,0.022541
332800,0.022762
332900,0.022590
333000,0.022764
333100,0.022774
333200,0.022511
333300,0.022652
333400,0.022526
333500,0.022660
333600,0.022591
333700,0.022542
333800,0.022548
333900,0.022728
334000,0.022751
334100,0.022795
334200,0.022157
334300,0.022394
334400,0.022318
334500,0.022701
334600,0.022426
334700,0.022869
334800,0.022546
334900,0.022858
335000,0.022596
335100,0.022317
335200,0.022744
335300,0.022528
335400,0.022502
335500,0.022681
335600,0.022655
335700,0.022564
335800,0.022504
335900,0.022708
336000,0.022752
336100,0.022733
336200,0.022615
336300,0.022788
336400,0.022999
336500,0.022466
336600,0.022592
336700,0.022583
336800,0.022542
336900,0.022536
337000,0.022694
337100,0.022678
337200,0.022688
337300,0.022525
337400,0.022388
337500,0.022564
337600,0.022699
337700,0.022605
337800,0.022446
337900,0.022424
338000,0.022561
338100,0.022681
338200,0.022360
338300,0.022649
338400,0.022706
338500,0.022700
338600,0.022592
338700,0.022616
338800,0.022793
338900,0.022672
339000,0.022591
339100,0.022602
339200,0.022493
339300,0.022514
339400,0.022680
339500,0.022605
339600,0.022745
339700,0.022503
339800,0.022471
339900,0.022787
340000,0.022640
340100,0.022792
340200,0.022505
340300,0.022578
340400,0.022617
340500,0.022395
340600,0.022720
340700,0.022729
340800,0.022580
340900,0.022822
341000,0.022567
341100,0.022588
341200,0.022558
341300,0.022587
341400,0.022623
341500,0.022374
341600,0.022715
341700,0.022649
341800,0.022738
341900,0.022591
342000,0.022644
342100,0.022393
342200,0.022501
342300,0.022649
342400,0.022712
342500,0.022615
342600,0.022550
342700,0.022408
342800,0.022862
342900,0.022613
343000,0.022703
343100,0.022604
343200,0.022553
343300,0.022536
343400,0.022668
343500,0.022465
343600,0.022565
343700,0.022670
343800,0.022630
343900,0.022564
344000,0.022565
344100,0.022454
344200,0.022803
344300,0.022760
344400,0.022736
344500,0.022770
344600,0.022712
344700,0.022587
344800,0.022626
344900,0.022328
345000,0.022916
345100,0.022501
345200,0.022422
345300,0.022591
345400,0.022441
345500,0.022882
345600,0.022498
345700,0.022564
345800,0.022638
345900,0.022527
346000,0.022725
346100,0.022653
346200,0.022531
346300,0.022607
346400,0.022778
346500,0.022791
346600,0.022754
346700,0.022697
346800,0.022714
346900,0.022659
347000,0.022680
347100,0.022732
347200,0.022587
347300,0.022700
347400,0.022781
347500,0.022489
347600,0.022695
347700,0.022700
347800,0.022633
347900,0.022602
348000,0.022628
348100,0.022597
348200,0.022656
348300,0.022518
348400,0.022527
348500,0.022666
348600,0.022532
348700,0.022615
348800,0.022799
348900,0.022663
349000,0.022646
349100,0.022661
349200,0.022565
349300,0.022510
349400,0.022663
349500,0.022934
349600,0.022528
349700,0.022626
349800,0.022528
